name,중량,칼로리,탄수화물,당류,지방,단백질,나트륨,source,basis
치킨 시저 샐러드,100.0,143.0,3.76,2.26,10.53,8.27,328.0,전국통합,100g
청양 맵짤이 만두,100.0,180.0,23.0,2.0,7.0,6.0,420.0,전국통합,100g
청양 발효 구기자,100.0,25.0,6.2,4.7,0.0,0.0,2.0,전국통합,100g
치킨 시즈닝 파우더,100.0,200.0,25.1,11.2,4.0,15.5,19600.0,전국통합,100g
청양 새우젓,100.0,104.0,9.0,1.0,2.0,13.0,3727.0,전국통합,100g
치킨 아보카도 샌드위치 Chicken Avocado Sandwich,100.0,221.0,27.28,1.82,7.88,10.3,618.0,전국통합,100g
청양 생들기름,100.0,823.0,0.02,0.0,91.4,0.2,0.0,전국통합,100g
치킨 앤 커리 라이스,100.0,120.0,16.54,2.47,3.59,5.33,244.0,전국통합,100g
청양 소금빵,100.0,358.0,43.5,5.1,17.1,7.6,395.0,전국통합,100g
치킨 야채 수프 카레,100.0,68.0,6.52,1.08,3.12,3.52,400.0,전국통합,100g
청양 참기름,100.0,822.0,0.12,0.0,91.2,0.08,1.0,전국통합,100g
치킨 야채 스톡,100.0,60.0,9.1,7.2,0.0,5.6,6388.0,전국통합,100g
청양 치킨패티,100.0,150.0,14.0,0.57,4.7,13.0,380.0,전국통합,100g
치킨 염지육,100.0,37.0,0.5,0.5,1.5,5.0,1.0,전국통합,100g
청양 고추씨기름,100.0,822.0,0.03,0.0,91.08,0.45,3.0,전국통합,100g
청양 들기름,100.0,829.0,0.27,0.0,91.95,0.02,0.0,전국통합,100g
치킨 소시지,100.0,285.0,5.0,0.6,23.0,14.0,980.0,전국통합,100g
청양 땡초 핫바,100.0,117.0,16.27,3.36,2.35,7.76,619.0,전국통합,100g
청양 카치오 파스타 키트,100.0,140.0,20.0,0.0,4.0,6.0,260.0,전국통합,100g
치킨 요리용 블랙 카레 믹스,100.0,279.0,49.0,0.2,3.0,14.0,60.0,전국통합,100g
청양 호박분말,100.0,335.0,71.0,52.0,1.3,10.0,50.0,전국통합,100g
치킨 월도프 샐러드랩,100.0,226.0,23.27,3.98,10.23,10.34,345.0,전국통합,100g
청양간장고추,100.0,80.0,17.0,13.0,0.31,2.0,2993.0,전국통합,100g
치킨 윙 반죽용 베터 TB6107T1,100.0,334.0,68.0,0.8,1.1,13.0,1726.0,전국통합,100g
치킨 윙 반죽용 브레더 TC6107T1,100.0,338.0,68.0,0.8,1.1,14.0,865.0,전국통합,100g
청양간장마요소스,100.0,213.0,23.52,17.01,12.63,1.26,811.0,전국통합,100g
치킨 유부초밥,100.0,1238.0,121.38,50.7,69.62,48.04,2049.0,전국통합,100g
청양간장소불고기,100.0,140.0,14.0,12.0,3.1,14.0,431.0,전국통합,100g
치킨 청크,100.0,220.0,15.49,0.0,11.5,13.6,573.0,전국통합,100g
청양간장소스,100.0,173.0,40.0,40.0,0.0,3.33,2027.0,전국통합,100g
치킨 치바토,100.0,289.0,30.29,13.49,14.8,8.76,507.0,전국통합,100g
청양간장어묵김밥,100.0,137.0,22.3,3.47,3.66,3.62,699.0,전국통합,100g
치킨 치즈 데니쉬 샌드위치,100.0,259.0,23.33,7.46,13.62,10.81,579.0,전국통합,100g
청양고추소시지,100.0,231.0,8.0,3.0,16.0,13.0,717.0,전국통합,100g
치킨&에그 프렌치토스트,100.0,279.0,29.03,9.68,12.9,11.61,645.0,전국통합,100g
청양고추어니언 크림치즈,100.0,315.0,17.0,10.0,25.0,6.0,650.0,전국통합,100g
치킨&에그마요샐러드,100.0,168.0,7.79,2.87,11.47,8.2,275.0,전국통합,100g
청양고추어묵바,100.0,114.0,12.06,4.88,2.75,11.2,845.0,전국통합,100g
청양고추와 홍고추로 고기맛 살리는 쌈장,100.0,210.0,36.0,25.0,3.2,9.0,2720.0,전국통합,100g
치킨&에그샐러드 랩,100.0,195.0,22.06,3.43,8.33,8.33,440.0,전국통합,100g
청양고추우육포,100.0,309.0,22.86,14.29,5.43,42.86,1311.0,전국통합,100g
치킨&에그시저샐러드,100.0,147.0,8.42,3.83,8.79,8.45,357.0,전국통합,100g
치킨&에그콥샐러드,100.0,80.0,7.35,3.01,2.05,7.99,278.0,전국통합,100g
청양고추장아찌,100.0,44.0,8.2,3.52,0.29,2.18,840.0,전국통합,100g
치킨&에그포테이토샐러드,100.0,98.0,10.09,6.01,3.65,6.2,181.0,전국통합,100g
청양고추채장아찌,100.0,75.0,17.0,12.0,0.0,2.0,946.0,전국통합,100g
치킨&초리조토마토스프,100.0,33.0,3.93,1.4,1.04,1.85,242.0,전국통합,100g
청양고추청,100.0,242.0,59.01,44.46,0.3,0.83,424.0,전국통합,100g
치킨&치뽈레살사께사디야,100.0,238.0,24.14,2.07,9.66,13.1,408.0,전국통합,100g
청양고추크림우동(Chili Cream Udon),100.0,125.0,24.33,0.0,2.0,2.33,407.0,전국통합,100g
치킨&카레,100.0,269.0,45.91,3.14,5.35,9.12,248.0,전국통합,100g
청양고추톡톡톡,100.0,420.0,74.0,16.0,7.0,14.0,445.0,전국통합,100g
첼리노브론즈리가토니,100.0,360.0,71.5,3.0,1.5,13.5,2.0,전국통합,100g
초리조,100.0,210.0,1.0,0.0,15.0,17.0,40.0,전국통합,100g
카다이프 피스타치오 스프레드,100.0,578.0,46.0,12.0,38.0,12.0,214.0,전국통합,100g
카다이프 피스타치오 스프레드 두바이스타일,100.0,535.0,48.0,26.0,31.0,15.0,210.0,전국통합,100g
카다이프 피스타치오 스프레드 혼합제품,100.0,550.0,58.85,26.75,31.13,8.57,17.0,전국통합,100g
초리조 드 하몽,100.0,110.0,3.0,3.0,3.0,18.0,820.0,전국통합,100g
카다이프 피스타치오 쫀득 쿠키,100.0,472.0,49.0,32.0,28.0,6.0,95.0,전국통합,100g
초리조 라자냐 퓌레,100.0,73.0,10.59,2.99,2.04,3.12,248.0,전국통합,100g
초리조 미니,100.0,300.0,4.0,2.0,25.0,17.0,1400.0,전국통합,100g
카다이프 피스타치오 초콜릿,100.0,115.0,10.0,7.0,7.5,1.0,13.0,전국통합,100g
초리조 벨라(764A1),100.0,215.0,3.6,0.8,13.0,21.0,976.0,전국통합,100g
카다이프 피스타치오 초콜릿 케이크,100.0,460.0,20.72,20.44,39.36,5.8,72.0,전국통합,100g
초리조 부어스트 교래,100.0,265.0,4.2,0.0,20.9,15.1,456.0,전국통합,100g
카다이프 피스타치오 크림,100.0,532.0,48.0,32.0,32.0,13.0,60.0,전국통합,100g
카다이프 필링(피스타치오),100.0,579.0,45.6,2.5,37.9,13.9,51.0,전국통합,100g
초리조 살라미,100.0,188.0,6.67,1.33,10.0,10.0,418.0,전국통합,100g
카다이프 필링(화이트초콜릿),100.0,582.0,50.1,14.8,38.5,8.7,71.0,전국통합,100g
초롬4호-백,100.0,323.0,74.25,17.17,1.26,6.06,321.0,전국통합,100g
카다이프 초코쉘,100.0,588.0,45.0,17.5,40.0,10.0,38.0,전국통합,100g
초롬5호,100.0,343.0,75.84,16.85,1.97,6.18,293.0,전국통합,100g
카다이프 초코케익,100.0,349.0,35.0,17.0,23.0,3.0,94.0,전국통합,100g
초롱열무육수,100.0,13.0,2.0,0.0,0.0,1.0,553.0,전국통합,100g
카다이프 초콜릿,100.0,528.0,57.17,34.98,34.81,8.28,153.0,전국통합,100g
초롱이떡볶이떡,100.0,215.0,48.8,0.0,0.6,3.6,296.0,전국통합,100g
카다이프 크런치볼,100.0,482.0,68.89,17.78,20.0,6.67,364.0,전국통합,100g
초롱초롱블루베리,100.0,50.0,12.5,12.5,0.25,0.0,0.0,전국통합,100g
카다이프 크림빵,100.0,324.0,38.46,11.54,16.15,6.15,367.0,전국통합,100g
초롱핑의 초코 유니버스,100.0,376.0,30.5,23.25,26.75,3.5,83.0,전국통합,100g
카다이프 통새우,100.0,185.0,34.6,1.15,1.62,8.13,332.0,전국통합,100g
초롱핑의스트링치즈,100.0,250.0,5.0,0.0,17.0,20.0,750.0,전국통합,100g
카다이프 피스타치오 밀크 초콜릿,100.0,521.0,60.2,38.9,27.4,8.7,15.0,전국통합,100g
초리조 생 소시지,100.0,315.0,9.0,0.0,24.0,15.0,330.0,전국통합,100g
카다이프 헤이즐넛 크림,100.0,548.0,44.0,31.0,36.0,12.0,48.0,전국통합,100g
카다이프&피스타치오 초콜릿,100.0,537.0,60.0,31.67,30.0,6.67,175.0,전국통합,100g
초리조 슬라이스,100.0,297.0,3.8,3.8,21.0,24.0,920.0,전국통합,100g
카다이프 쫀득찰떡,100.0,560.0,57.14,20.0,11.43,57.14,151.0,전국통합,100g
초롬2호,100.0,358.0,81.32,18.68,1.04,6.04,355.0,전국통합,100g
카다이프 쫀득초코,100.0,472.0,55.0,23.33,25.0,6.67,160.0,전국통합,100g
초롬2호-백,100.0,333.0,75.26,17.74,1.13,5.91,344.0,전국통합,100g
초롬3구(HY) 2호,100.0,332.0,69.93,15.39,3.29,6.29,308.0,전국통합,100g
카다이프 초코,100.0,600.0,55.0,47.0,40.0,3.0,100.0,전국통합,100g
초롬3구1호,100.0,327.0,73.49,24.24,1.44,5.3,389.0,전국통합,100g
카다이프 초코 그릭요거트볼,100.0,228.0,19.0,8.0,12.0,11.0,56.0,전국통합,100g
초롬3구3호,100.0,309.0,70.27,16.22,0.54,6.08,373.0,전국통합,100g
카다이프 초코 브라우니,100.0,465.0,57.35,35.29,23.53,5.88,132.0,전국통합,100g
초롬3호,100.0,344.0,77.86,15.0,1.14,5.71,358.0,전국통합,100g
카다이프 초코 샌드,100.0,531.0,56.93,21.54,29.23,9.23,262.0,전국통합,100g
초롬4호,100.0,323.0,74.25,17.17,1.26,6.06,321.0,전국통합,100g
카다이프 초코 쫀득 모찌빵,100.0,395.0,36.0,16.0,26.67,2.67,143.0,전국통합,100g
카다이프&피스타치오 초콜릿 NEXT LEVEL,100.0,387.0,40.0,25.0,23.0,5.0,285.0,전국통합,100g
초리조 엑스트라,100.0,360.0,6.0,6.0,26.0,24.0,1500.0,전국통합,100g
카다이프당근빵,100.0,404.0,47.46,22.04,21.19,5.93,322.0,전국통합,100g
첵헙 콜롬비안 카푸치노,100.0,470.0,66.15,30.0,20.77,5.38,58.0,전국통합,100g
카다이프 샌드쿠키,100.0,472.0,44.83,27.59,31.04,3.45,141.0,전국통합,100g
초록햇살 한돈고추장 제육볶음,100.0,258.0,10.9,6.4,17.9,13.3,331.0,전국통합,100g
카다이프 스위트,100.0,385.0,74.0,4.0,6.0,9.0,390.0,전국통합,100g
초롬 개업이사떡,100.0,351.0,75.0,10.0,2.22,8.33,341.0,전국통합,100g
카다이프 스트로베리 초콜릿,100.0,532.0,60.04,32.96,29.25,7.08,25.0,전국통합,100g
초롬 기정떡1호,100.0,328.0,73.64,14.55,1.18,5.45,450.0,전국통합,100g
카다이프 아몬드 크림,100.0,526.0,50.0,32.0,30.0,14.0,56.0,전국통합,100g
초롬 기정떡2호,100.0,321.0,71.88,17.19,1.09,6.25,398.0,전국통합,100g
카다이프 쫀득말차,100.0,475.0,51.67,26.67,28.33,3.33,197.0,전국통합,100g
초롬 기정떡3호,100.0,321.0,73.65,14.19,0.47,5.41,399.0,전국통합,100g
카다이프 쫀득비스킷,100.0,467.0,51.67,30.0,26.67,5.0,225.0,전국통합,100g
초롬 찹쌀떡,100.0,332.0,75.0,23.89,1.78,5.0,79.0,전국통합,100g
카다이프 쫀득아몬드,100.0,498.0,46.67,23.33,31.67,6.67,147.0,전국통합,100g
초롬1호,100.0,332.0,75.0,17.26,1.19,5.95,351.0,전국통합,100g
카다이프두바두바이,100.0,514.0,47.0,37.0,33.0,6.0,51.0,전국통합,100g
카다이프땅콩버터찰떡,100.0,465.0,53.55,13.24,23.14,10.55,276.0,전국통합,100g
카다이프면,100.0,308.0,54.0,2.2,6.4,8.7,393.0,전국통합,100g
초리조 이베리코,100.0,455.0,1.6,0.5,39.0,24.0,1240.0,전국통합,100g
우리밀이 들어간 통팥붕어빵,100.0,276.0,46.0,12.0,6.78,6.78,240.0,전국통합,100g
육개장큰사발면,100.0,445.0,66.36,4.55,16.36,8.18,1464.0,전국통합,100g
육거리 소문난 김치왕만두,100.0,145.0,15.0,4.0,7.0,5.0,530.0,전국통합,100g
의성마늘 통살그대로 치킨안심카츠,100.0,225.0,16.0,1.0,11.0,15.0,460.0,전국통합,100g
이-안장맛진간장,100.0,35.0,3.0,1.0,0.0,6.0,7903.0,전국통합,100g
우리촌 블루베리 요거트,100.0,99.0,12.0,8.0,4.2,3.0,25.0,전국통합,100g
우삼겹 매콤 알리오올리오 파스타,100.0,196.0,24.92,0.34,8.53,5.12,290.0,전국통합,100g
일품해물라면 왕컵,100.0,432.0,65.46,3.64,15.46,8.18,1527.0,전국통합,100g
임실100,100.0,313.0,4.0,0.0,23.8,20.8,337.0,전국통합,100g
임실피자다이스치즈 DP640,100.0,276.0,8.2,0.0,16.0,24.0,401.0,전국통합,100g
유기농 쌀프레이크,100.0,420.0,85.0,17.0,7.0,4.0,400.0,전국통합,100g
잇메이트 귀리 빠삭 주먹밥 김치치즈,100.0,184.0,31.06,1.6,4.35,5.19,438.0,전국통합,100g
잇메이트 닭가슴살 도시락 닭가슴살 소시지볶음밥 훈제맛 & 스팀 닭가슴살 마늘맛,100.0,116.0,15.78,3.12,2.2,8.21,331.0,전국통합,100g
잔멸치죽 밀키트(쌀제외),100.0,83.0,0.0,0.0,2.33,16.67,67.0,전국통합,100g
유자 말차 쿠키,100.0,929.0,76.19,38.1,61.9,14.29,286.0,전국통합,100g
잠봉 Jambon,100.0,175.0,0.5,0.0,10.0,22.5,920.0,전국통합,100g
잠봉슬라이스,100.0,129.0,0.81,0.74,4.51,21.21,652.0,전국통합,100g
이소 노 하나,100.0,280.0,71.0,61.0,0.0,4.0,2200.0,전국통합,100g
창녕갈릭소이소스,100.0,140.0,33.0,30.0,0.0,2.0,1850.0,전국통합,100g
스무디_그린티 블렌디모 아이스(ICED),100.0,97.0,,13.88,,1.93,38.0,전국통합,100g
라떼_제주 유기농 말차로 만든 라떼 아이스(ICED) (Tall),100.0,44.0,,4.51,,1.69,27.0,전국통합,100g
라떼_제주 쑥쑥 라떼 핫(HOT) (Grande),100.0,90.0,,10.57,,3.38,44.0,전국통합,100g
라떼_제주 까망 라떼 핫(HOT) (Grande),100.0,94.0,,10.36,,2.75,53.0,전국통합,100g
라떼_제주 까망 라떼 아이스(ICED) (Grande),100.0,93.0,,9.51,,2.11,44.0,전국통합,100g
라떼_자색고구마 라떼 핫(HOT),100.0,57.0,5.97,5.47,,2.49,43.0,전국통합,100g
라떼_자색고구마 라떼 아이스(ICED),100.0,37.0,4.01,3.79,,1.56,27.0,전국통합,100g
라떼_자색고구마 라떼 (R),100.0,99.0,,8.5,2.1,2.91,36.0,전국통합,100g
라떼_자몽 라떼,100.0,63.0,,9.58,,2.54,28.0,전국통합,100g
라떼_잉글리시 브렉퍼스트 티 라떼 핫(HOT) (R),100.0,70.0,,10.0,,2.5,30.0,전국통합,100g
라떼_잉글리시 브렉퍼스트 티 라떼 아이스(ICED) (R),100.0,46.0,,7.11,,1.32,18.0,전국통합,100g
라떼_잉글리쉬 브렉퍼스트 라떼 핫(HOT),100.0,66.0,10.99,9.94,,1.69,59.0,전국통합,100g
라떼_이곡 라떼 핫(HOT),100.0,67.0,,6.66,,2.62,31.0,전국통합,100g
라떼_이곡 라떼 아이스(ICED),100.0,57.0,,5.9,,2.11,22.0,전국통합,100g
라떼_우리 고구마 라떼 핫(HOT),100.0,93.0,,10.17,,2.54,42.0,전국통합,100g
라떼_우리 고구마 라떼 아이스(ICED),100.0,67.0,,7.34,,1.69,30.0,전국통합,100g
라떼_오레오초코 라떼 아이스(ICED),100.0,82.0,,4.77,,1.52,41.0,전국통합,100g
라떼_오곡 라떼,100.0,65.0,9.79,6.59,2.15,1.65,18.0,전국통합,100g
라떼_오곡 라떼 핫(HOT),100.0,81.0,,8.33,,2.78,44.0,전국통합,100g
라떼_오곡 라떼 핫(HOT) (R),100.0,120.0,,8.18,,3.58,58.0,전국통합,100g
라떼_오곡 라떼 핫(HOT) (L),100.0,129.0,,8.93,,3.67,61.0,전국통합,100g
라떼_오곡 라떼 아이스(ICED),100.0,69.0,,7.22,,2.22,33.0,전국통합,100g
라떼_오곡 라떼 아이스(ICED) (R),100.0,63.0,,4.49,,1.5,26.0,전국통합,100g
라떼_오곡 라떼 아이스(ICED) (L),100.0,90.0,,6.35,,2.14,37.0,전국통합,100g
스무디_그린티 프라페,100.0,108.0,,14.65,,1.44,22.0,전국통합,100g
라떼_초코 라떼 핫(HOT) (L),100.0,129.0,,15.49,,2.77,60.0,전국통합,100g
라떼_초코 라떼 아이스(ICED) (R),100.0,82.0,,10.08,,1.49,34.0,전국통합,100g
라떼_초코 라떼 아이스(ICED) (L),100.0,82.0,,10.0,,1.61,36.0,전국통합,100g
라떼_초당옥수수 라떼 핫(HOT),100.0,52.0,,5.07,,3.1,34.0,전국통합,100g
라떼_초당옥수수 라떼 아이스(ICED),100.0,46.0,,4.51,,2.54,28.0,전국통합,100g
라떼_체리 요거트 라떼,100.0,107.0,,7.67,,1.69,29.0,전국통합,100g
라떼_차이티 라떼 핫(HOT) (Tall),100.0,56.0,,8.73,,1.69,20.0,전국통합,100g
라떼_차이티 라떼 아이스(ICED) (Tall),100.0,54.0,,8.73,,1.41,20.0,전국통합,100g
라떼_차이 라떼 핫(HOT),100.0,66.0,10.99,9.94,,1.69,59.0,전국통합,100g
라떼_차이 라떼 아이스(ICED),100.0,68.0,11.21,10.36,,1.9,63.0,전국통합,100g
라떼_진저 라떼 핫(HOT),100.0,88.0,,3.33,,2.22,38.0,전국통합,100g
라떼_진저 라떼 아이스(ICED),100.0,88.0,,3.33,,2.22,38.0,전국통합,100g
라떼_진저 흑당 라떼 핫(HOT),100.0,84.0,,12.78,,2.22,38.0,전국통합,100g
라떼_진저 흑당 라떼 아이스(ICED),100.0,84.0,,12.78,,2.22,38.0,전국통합,100g
라떼_진저 (R),100.0,95.0,,12.57,,2.57,45.0,전국통합,100g
라떼_진저 (L),100.0,100.0,,13.92,,2.5,44.0,전국통합,100g
라떼_제주녹차 라떼 핫(HOT) (R),100.0,76.0,,9.17,,2.78,25.0,전국통합,100g
라떼_제주녹차 라떼 핫(HOT) (L),100.0,77.0,,9.33,,2.67,25.0,전국통합,100g
라떼_제주녹차 라떼 아이스(ICED) (R),100.0,64.0,,9.17,,1.94,18.0,전국통합,100g
라떼_제주녹차 라떼 아이스(ICED) (L),100.0,64.0,,9.33,,2.0,29.0,전국통합,100g
라떼_제주 첫물 차광 녹차 라떼 핫(HOT),100.0,96.0,16.49,15.86,,3.38,61.0,전국통합,100g
라떼_제주 첫물 차광 녹차 라떼 아이스(ICED),100.0,84.0,15.22,14.38,,2.54,46.0,전국통합,100g
라떼_제주 유기농 말차로 만든 라떼 핫(HOT) (Tall),100.0,58.0,,5.63,,2.54,37.0,전국통합,100g
라떼_타로 버블 라떼 (L),100.0,72.0,,8.22,,1.56,26.0,전국통합,100g
라떼_콘 라떼 핫(HOT),100.0,135.0,18.39,15.16,5.48,2.9,44.0,전국통합,100g
라떼_콘 라떼 아이스(ICED),100.0,83.0,12.68,10.24,2.93,2.68,20.0,전국통합,100g
라떼_캐시미어 초코 (R),100.0,180.0,,16.75,,3.45,54.0,전국통합,100g
라떼_캐시미어 초코 (L),100.0,186.0,,16.65,,3.54,54.0,전국통합,100g
라떼_카카오 라떼 핫(HOT),100.0,60.0,,7.04,,2.82,29.0,전국통합,100g
라떼_카카오 라떼 아이스(ICED),100.0,60.0,,7.04,,2.82,29.0,전국통합,100g
라떼_카라멜쿠키 라떼 핫(HOT),100.0,84.0,,3.94,,3.38,63.0,전국통합,100g
라떼_초콜릿 라떼 핫(HOT),100.0,67.0,,9.09,,2.08,42.0,전국통합,100g
라떼_초콜릿 라떼 아이스(ICED),100.0,62.0,,8.43,,1.93,39.0,전국통합,100g
라떼_초콜릿라떼 (R),100.0,96.0,,9.09,2.11,3.62,39.0,전국통합,100g
라떼_초콜릿 라떼 핫(HOT) (R),100.0,63.0,,5.28,,2.22,29.0,전국통합,100g
라떼_초콜릿 라떼 핫(HOT) (L),100.0,63.0,,5.11,,2.22,28.0,전국통합,100g
라떼_초콜릿 라떼 아이스(ICED) (R),100.0,62.0,,5.56,,2.22,27.0,전국통합,100g
라떼_초콜릿 라떼 아이스(ICED) (L),100.0,62.0,,5.56,,2.22,27.0,전국통합,100g
라떼_초코베리 라떼 핫(HOT),100.0,86.0,,12.68,,3.1,37.0,전국통합,100g
라떼_초코베리 라떼 아이스(ICED),100.0,83.0,,12.39,,2.82,34.0,전국통합,100g
라떼_초코바나나 라떼 핫(HOT),100.0,91.0,,10.7,,3.66,34.0,전국통합,100g
라떼_초코바나나 라떼 아이스(ICED),100.0,84.0,,10.42,,3.1,28.0,전국통합,100g
라떼_초코 라떼 핫(HOT),100.0,82.0,,10.99,,3.38,34.0,전국통합,100g
라떼_초코 라떼 아이스(ICED),100.0,75.0,,10.42,,2.82,28.0,전국통합,100g
라떼_초코 라떼 핫(HOT) (R),100.0,123.0,,14.12,,2.77,58.0,전국통합,100g
스무디_그린티 프라페 (Mini Venti),100.0,68.0,,12.8,,1.05,16.0,전국통합,100g
라떼_허니 그린 라떼 아이스(ICED),100.0,61.0,8.94,7.23,1.91,1.7,24.0,전국통합,100g
라떼_하동 녹차 민트 라떼 핫(HOT),100.0,59.0,10.57,8.88,,1.27,63.0,전국통합,100g
라떼_하동 녹차 민트 라떼 아이스(ICED),100.0,62.0,10.78,9.09,,1.48,67.0,전국통합,100g
라떼_핑크블라썸 라떼 핫(HOT),100.0,70.0,,7.71,,1.51,22.0,전국통합,100g
라떼_핑크블라썸 라떼 아이스(ICED),100.0,64.0,,6.69,,1.46,22.0,전국통합,100g
라떼_피스타치오 라떼 핫(HOT) (R),100.0,85.0,,9.44,,0.56,41.0,전국통합,100g
라떼_피스타치오 라떼 핫(HOT) (L),100.0,82.0,,9.33,,0.44,20.0,전국통합,100g
라떼_피스타치오 라떼 아이스(ICED) (R),100.0,53.0,,5.56,,0.28,24.0,전국통합,100g
라떼_피스타치오 라떼 아이스(ICED) (L),100.0,53.0,,5.56,,0.22,25.0,전국통합,100g
라떼_폭탄초코,100.0,78.0,10.7,10.3,3.21,1.51,35.0,전국통합,100g
라떼_토피넛 라떼,100.0,68.0,9.83,8.07,2.52,1.56,35.0,전국통합,100g
라떼_토피넛 라떼 핫(HOT),100.0,90.0,,7.53,,1.82,61.0,전국통합,100g
라떼_토피넛 라떼 아이스(ICED),100.0,83.0,,6.99,,1.69,57.0,전국통합,100g
라떼_토피넛 크러쉬 라떼 (XL),100.0,50.0,,4.85,,1.06,35.0,전국통합,100g
라떼_토피넛 라떼 핫(HOT) (R),100.0,140.0,,12.18,,2.66,72.0,전국통합,100g
라떼_토피넛 라떼 핫(HOT) (L),100.0,146.0,,12.34,,2.69,77.0,전국통합,100g
라떼_토피넛 라떼 아이스(ICED) (R),100.0,90.0,,8.25,,1.2,42.0,전국통합,100g
라떼_토피넛 라떼 아이스(ICED) (L),100.0,99.0,,8.61,,1.27,47.0,전국통합,100g
라떼_토피 넛 라떼 핫(HOT) (EX),100.0,80.0,,6.36,,2.42,57.0,전국통합,100g
라떼_토피 넛 라떼 아이스(ICED) (EX),100.0,61.0,,4.98,,1.5,42.0,전국통합,100g
스무디_그린티 프라페 (Tall),100.0,94.0,,18.06,,1.39,21.0,전국통합,100g
라떼_흑당 펄 라떼 아이스(ICED) (R),100.0,55.0,,5.48,,1.1,25.0,전국통합,100g
라떼_흑당 펄 라떼 아이스(ICED) (L),100.0,53.0,,5.71,,1.22,27.0,전국통합,100g
라떼_흑당 단호박 라떼,100.0,102.0,17.07,13.17,2.93,1.95,35.0,전국통합,100g
라떼_화이트초코 라떼 핫(HOT) (R),100.0,126.0,,15.75,,2.32,75.0,전국통합,100g
라떼_화이트초코 라떼 핫(HOT) (L),100.0,132.0,,17.41,,2.2,77.0,전국통합,100g
라떼_화이트초코 라떼 아이스(ICED) (R),100.0,84.0,,11.33,,1.14,48.0,전국통합,100g
라떼_화이트초코 라떼 아이스(ICED) (L),100.0,89.0,,11.7,,1.48,52.0,전국통합,100g
라떼_화이트 초콜릿 핫(HOT),100.0,83.0,,7.93,,1.77,41.0,전국통합,100g
라떼_화이트 초콜릿 핫(HOT) (EX),100.0,84.0,,8.18,,2.26,40.0,전국통합,100g
라떼_화이트 초콜릿 아이스(ICED),100.0,77.0,,7.39,,1.28,33.0,전국통합,100g
라떼_화이트 초콜릿 아이스(ICED) (EX),100.0,66.0,,6.86,,1.39,26.0,전국통합,100g
라떼_홍차라떼,100.0,74.0,,7.97,,0.89,40.0,전국통합,100g
라떼_홍차 라떼 핫(HOT),100.0,65.0,,8.45,,3.38,34.0,전국통합,100g
라떼_홍차 라떼 핫(HOT) (R),100.0,100.0,,9.41,,2.93,48.0,전국통합,100g
라떼_홍차 라떼 핫(HOT) (L),100.0,106.0,,10.29,,2.93,48.0,전국통합,100g
라떼_홍차 라떼 아이스(ICED),100.0,58.0,,7.89,,2.82,28.0,전국통합,100g
라떼_홍차 라떼 아이스(ICED) (R),100.0,61.0,,6.39,,1.38,22.0,전국통합,100g
라떼_홍차 라떼 아이스(ICED) (L),100.0,66.0,,6.92,,1.48,24.0,전국통합,100g
라떼_헤이즐넛자바칩 라떼 핫(HOT),100.0,78.0,,8.73,,3.38,39.0,전국통합,100g
라떼_헤이즐넛자바칩 라떼 아이스(ICED),100.0,71.0,,8.17,,2.82,33.0,전국통합,100g
라떼_헤이즐넛 라떼 핫(HOT),100.0,42.0,,2.86,,1.82,68.0,전국통합,100g
라떼_헤이즐넛 라떼 아이스(ICED),100.0,35.0,,2.41,,1.45,60.0,전국통합,100g
라떼_허니 그린 라떼 핫(HOT),100.0,105.0,14.52,11.94,3.87,3.23,46.0,전국통합,100g
스무디_그린티 프라페 (Venti),100.0,67.0,,13.33,,0.97,13.0,전국통합,100g
라떼_고구마 라떼 핫(HOT) (R),100.0,92.0,,4.79,,2.74,44.0,전국통합,100g
라떼_고구마 라떼 핫(HOT) (M),100.0,60.0,,5.72,,1.56,21.0,전국통합,100g
라떼_고구마 라떼 핫(HOT) (L),100.0,109.0,,11.5,,3.08,49.0,전국통합,100g
라떼_고구마 라떼 핫(HOT),100.0,105.0,,11.54,,2.69,40.0,전국통합,100g
라떼_고구마 라떼 아이스(ICED) (R),100.0,57.0,,6.38,,1.28,20.0,전국통합,100g
라떼_고구마 라떼 아이스(ICED) (M),100.0,50.0,,4.6,,1.39,19.0,전국통합,100g
라떼_고구마 라떼 아이스(ICED) (L),100.0,75.0,,7.0,,2.53,25.0,전국통합,100g
라떼_고구마 라떼 아이스(ICED),100.0,59.0,,6.52,,1.52,23.0,전국통합,100g
라떼_흑호 라떼,100.0,60.0,,8.73,,2.25,23.0,전국통합,100g
라떼_흑임자 라떼 핫(HOT),100.0,80.0,,8.06,,2.78,54.0,전국통합,100g
라떼_흑임자 라떼 아이스(ICED),100.0,80.0,,10.83,,1.67,21.0,전국통합,100g
라떼_흑당버블 밀크티 라떼 아이스(ICED),100.0,56.0,,4.13,,1.29,18.0,전국통합,100g
라떼_흑당버블그린티 라떼 아이스(ICED),100.0,70.0,,7.53,,1.24,15.0,전국통합,100g
라떼_흑당 라떼 핫(HOT),100.0,59.0,,9.9,,1.21,21.0,전국통합,100g
라떼_흑당 라떼 아이스(ICED),100.0,60.0,,9.99,,1.23,22.0,전국통합,100g
라떼_흑당 펄 라떼 핫(HOT) (R),100.0,83.0,,8.0,,2.15,8.0,전국통합,100g
라떼_흑당 펄 라떼 핫(HOT) (L),100.0,83.0,,8.0,,2.25,45.0,전국통합,100g
